Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Code,Depth,Code,Mb,code,Ms1,Code,Ms2,Code,Mw,Code,MD,Code,ML,Code,Mweq,Code
1933,10,29,16,13,3.8,-115.679,31.201,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,155,4.1,168
1933,12,13,21,23,45.0,-104.500,19.500,7; 32,Sh,7,0.0,0,6.4,7,6.5,32; 105,6.6,43,0.0,0,0.0,0,6.6,164
1934,1,19,9,55,53.6,-108.893,23.038,0,15.0,0,0.0,0,0.0,0,0.0,0,5.8,159,0.0,0,0.0,0,5.8,164
1934,1,28,19,10,3.0,-100.000,17.000,7,Sh,7,0.0,0,6.8,7; 105,0.0,0,6.9,91,0.0,0,0.0,0,6.9,164
1934,5,14,13,14,0.0,-115.000,27.000,0,0.0,0,0.0,0,5.5,132,0.0,0,0.0,0,0.0,0,0.0,0,5.6,165
1934,5,19,10,47,0.0,-91.250,14.750,0,120.0,0,0.0,0,6.2,132,0.0,0,0.0,0,0.0,0,0.0,0,6.2,165
1934,6,12,9,32,0.0,-96.000,14.750,0,0.0,0,0.0,0,6.0,132,0.0,0,0.0,0,0.0,0,0.0,0,6.0,165
1934,7,27,2,25,0.0,-92.500,16.000,0,50.0,0,0.0,0,6.2,132,0.0,0,0.0,0,0.0,0,0.0,0,6.2,165
1934,8,26,1,31,0.0,-108.000,22.000,0,0.0,0,0.0,0,5.7,132,0.0,0,0.0,0,0.0,0,0.0,0,5.8,165
1934,8,26,1,31,31.3,-108.046,22.677,0,15.0,0,0.0,0,0.0,0,0.0,0,5.9,159,0.0,0,0.0,0,5.9,164
1934,10,29,2,34,47.7,-110.247,26.051,0,15.0,0,0.0,0,0.0,0,0.0,0,6.1,159,0.0,0,0.0,0,6.1,164
1934,11,25,8,18,30.8,-116.074,31.501,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.1,155,5.1,168
1934,11,30,2,5,16.0,-105.300,19.000,2; 7,Sh,7,0.0,0,7.0,12; 16; 32,7.2,7,7.1,43,0.0,0,0.0,0,7.1,164
1934,12,3,2,38,31.8,-88.988,14.810,0,15.0,0,0.0,0,0.0,0,0,0,6.3,159,0.0,0,0.0,0,6.3,164
1934,12,24,14,35,37.9,-90.615,14.039,0,30.0,0,0.0,0,0.0,0,0,0,6.0,159,0.0,0,0.0,0,6.0,164
1934,12,31,18,45,45.0,-114.750,32.000,12,10.0,47,0.0,0,7.1,12,0.0,0,0.0,0,0.0,0,6.4,43,7.3,165
1935,5,1,0,7,25.2,-116.655,31.550,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,155,4.1,168
1935,6,29,6,48,54.0,-103.500,18.750,7,33.0,7,0.0,0,6.9,7,0.0,0,6.8,43,0.0,0,0.0,0,6.8,164
1935,8,4,2,24,20.9,-97.961,16.290,0,25.0,0,0.0,0,0.0,0,0.0,0,5.8,159,0.0,0,0.0,0,5.8,164
1935,10,29,10,17,27.6,-117.587,31.731,0,6.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,5.0,155,5.0,168
1935,12,14,22,5,18.7,-92.480,14.780,10; 33; 20,0.0,0,0.0,0,7.3,10; 16,0.0,0,7.3,43,0.0,0,0.0,0,7.3,164
1936,4,27,6,31,0.0,-87.000,17.000,0,0.0,0,0.0,0,5.6,132,0,0,0.0,0,0.0,0,0.0,0,5.7,165
1936,4,29,8,50,32.5,-116.050,31.168,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.7,155,4.6,168
1936,7,31,17,41,0.0,-109.750,24.750,0,0.0,0,0.0,0,5.7,132,0.0,0,0.0,0,0.0,0,0.0,0,5.8,165
1936,7,31,17,41,12.6,-110.200,23.821,0,15.0,0,0.0,0,0.0,0,0.0,0,6.1,159,0.0,0,0.0,0,6.1,164
1936,10,12,17,7,51.0,-115.829,32.962,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,155,4.1,168
1936,11,19,21,10,24.2,-90.572,13.800,0,45.0,0,0.0,0,0.0,0,0,0,6.8,159,0.0,0,0.0,0,6.8,164
1936,12,20,2,43,27.0,-88.545,13.505,0,15.0,0,0.0,0,0.0,0,0,0,6.2,159,0.0,0,0.0,0,6.2,164
1936,12,25,20,4,10.2,-105.288,18.215,0,15.0,0,0.0,0,0.0,0,0.0,0,6.1,159,0.0,0,0.0,0,6.1,164
1936,12,29,13,59,57.0,-92.712,13.509,0,15.0,0,0.0,0,6.3,131,0.0,0,6.4,163,0.0,0,0.0,0,6.4,164
1937,1,11,13,21,0.0,-94.500,16.000,0,110.0,0,0.0,0,6.0,132,0.0,0,0.0,0,0.0,0,0.0,0,6.0,165
1937,2,27,1,29,18.4,-116.599,31.780,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.9,155,4.9,168
1937,3,25,16,49,0.0,-116.500,33.500,0,0.0,0,0.0,0,6.0,132,0,0,0.0,0,0.0,0,6.6,43,6.0,165
1937,5,28,15,35,0.0,-93.000,17.000,34,150.0,89,0.0,0,6.5,102,0.0,0,0.0,0,0.0,0,0.0,0,6.7,165
1937,6,8,22,29,0.0,-93.000,16.000,0,200.0,0,0.0,0,6.2,132,0.0,0,0.0,0,0.0,0,0.0,0,6.2,165
1937,7,11,17,19,32.3,-108.462,20.681,0,15.0,0,0.0,0,0.0,0,0.0,0,6.2,159,0.0,0,0.0,0,6.2,164
1937,7,26,3,47,11.0,-96.400,18.400,2; 7,85.0,27; 7,0.0,0,7.2,12,7.3,27; 28,0.0,0,0.0,0,0.0,0,7.4,165
1937,9,15,23,48,53.3,-91.273,14.594,0,15.0,0,0.0,0,0.0,0,0.0,0,6.4,159,0.0,0,0.0,0,6.4,164
1937,10,5,6,21,24.2,-108.663,22.973,0,10.0,0,0.0,0,0.0,0,0.0,0,6.4,159,0.0,0,0.0,0,6.4,164
1937,10,6,9,47,18.0,-99.167,17.783,34,100.0,89,0.0,0,6.9,89; 102,0.0,0,0.0,0,0.0,0,0.0,0,7.1,165
1937,12,15,9,58,42.2,-115.720,32.887,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,155,4.1,168
1937,12,22,3,37,21.0,-105.333,17.167,34,15.0,89,0.0,0,6.5,90,0.0,0,6.5,43,0.0,0,0.0,0,6.5,164
1937,12,23,13,17,58.5,-98.070,17.100,2; 7; 15,18.0,13,0.0,0,7.5,12; 16; 13; 4,7.7,7; 41,7.5,107,0.0,0,0.0,0,7.5,164
1937,12,25,6,3,25.0,-97.800,15.680,7,Sh,7,0.0,0,6.5,7,0.0,0,0.0,0,0.0,0,0.0,0,6.7,165
1938,1,2,22,27,18.2,-98.370,16.350,7,Sh,7,0.0,0,6.3,7,7.3,105,6.5,43,0.0,0,0.0,0,6.5,164
1938,5,11,14,44,51.2,-101.433,17.083,34,20.0,89,0.0,0,0.0,0,0.0,0,6.5,91,0.0,0,0.0,0,6.5,164
1938,6,6,2,42,42.1,-115.191,32.273,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.9,155,4.9,168
1938,6,28,19,17,42.0,-100.383,18.200,34,110.0,89,0.0,0,6.5,102,0.0,0,0.0,0,0.0,0,0.0,0,6.7,165
1938,7,22,7,48,11.8,-107.550,19.000,34,20.0,89,0.0,0,0.0,0,0.0,0,6.6,91,0.0,0,0.0,0,6.6,164
1938,9,17,17,20,0.0,-108.750,33.250,0,0.0,0,0.0,0,5.5,132,0,0,0.0,0,0.0,0,0.0,0,5.6,165
1938,11,2,5,42,0.0,-94.000,17.000,0,130.0,0,0.0,0,5.5,132,0.0,0,0.0,0,0.0,0,0.0,0,5.6,165
1939,1,22,4,59,12.2,-116.166,31.402,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,155,4.2,168
1939,1,27,14,11,53.3,-89.536,13.068,0,35.0,0,0.0,0,0.0,0,0,0,5.8,159,0.0,0,0.0,0,5.8,164
1939,5,1,23,53,0.0,-117.500,31.750,0,0.0,0,0.0,0,5.2,132,0,0,0.0,0,0.0,0,0.0,0,5.4,165
1939,5,1,23,57,57.9,-116.508,32.225,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.5,155,4.5,168
1939,5,2,13,14,47.0,-113.667,29.583,34,10.0,89,0.0,0,6.7,89,0.0,0,7.2,91,0.0,0,0.0,0,7.2,164
1939,5,23,2,49,0.0,-101.000,18.000,0,90.0,0,0.0,0,5.5,132,0.0,0,0.0,0,0.0,0,0.0,0,5.6,165
1939,6,23,20,47,56.3,-116.842,31.944,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,155,4.1,168
1939,9,21,21,27,0.0,-114.000,31.000,0,0.0,0,0.0,0,5.7,132,0.0,0,0.0,0,0.0,0,0.0,0,5.8,165
1939,9,28,14,58,0.0,-91.500,15.500,0,110.0,0,0.0,0,6.2,132,0.0,0,0.0,0,0.0,0,0.0,0,6.2,165
1939,11,6,16,15,20.3,-116.284,30.597,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,155,4.1,168
1939,12,5,8,30,28.0,-92.600,15.333,34,45.0,89,0.0,0,6.7,89,0.0,0,6.8,91,0.0,0,0.0,0,6.8,164
1939,12,26,11,55,11.0,-88.250,13.250,0,75.0,0,0.0,0,6.0,129,0,0,0.0,0,0.0,0,0.0,0,6.0,165
1940,5,19,4,36,41.0,-115.500,32.700,12,6.0,47,0.0,0,7.1,12,0.0,0,6.9,43,0.0,0,0.0,0,6.9,164
1940,6,3,18,5,0.0,-110.250,25.250,0,0.0,0,0.0,0,6.2,132,0.0,0,0.0,0,0.0,0,0.0,0,6.2,165
1940,6,3,18,5,27.0,-109.492,25.378,0,15.0,0,0.0,0,0.0,0,0.0,0,6.3,159,0.0,0,0.0,0,6.3,164
1940,6,4,10,35,9.9,-116.315,32.966,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,155,5.0,168
1940,7,27,13,32,30.0,-93.083,13.917,35,90.0,89,0.0,0,6.7,89,0.0,0,6.5,43,0.0,0,0.0,0,6.5,164
1940,10,12,3,45,40.8,-117.646,31.415,0,6.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,4.2,155,4.1,168
1940,12,7,22,17,0.0,-114.853,31.069,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.1,155,6.1,168
1940,12,18,22,10,51.5,-116.091,30.664,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,155,4.0,168
1941,2,11,14,35,31.0,-94.400,15.200,20; 21,15.0,90,0.0,0,7.0,20; 21,0.0,0,6.6,43,0.0,0,0.0,0,6.6,164
1941,2,23,11,32,0.0,-100.000,18.000,0,120.0,0,0.0,0,5.7,132,0.0,0,0.0,0,0.0,0,0.0,0,5.8,165
1941,3,15,5,46,25.4,-113.443,28.371,0,15.0,0,0.0,0,0.0,0,0.0,0,6.0,159,0.0,0,0.0,0,6.0,164
1941,4,9,17,8,0.0,-114.000,30.500,0,0.0,0,0.0,0,5.2,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
1941,4,15,19,9,51.0,-102.940,18.850,2; 7; 15; 13,Sh,7; 15,0.0,0,7.9,7; 4,7.7,12; 16; 13,7.6,43,0.0,0,0.0,0,7.6,164
1941,6,27,17,11,0.0,-92.250,17.750,0,220.0,0,0.0,0,6.2,132,0.0,0,0.0,0,0.0,0,0.0,0,6.2,165
1941,7,16,3,13,31.8,-108.891,24.573,0,15.0,0,0.0,0,0.0,0,0.0,0,6.0,159,0.0,0,0.0,0,6.0,164
1941,7,23,21,4,0.0,-94.000,15.000,0,0.0,0,0.0,0,6.0,132,0.0,0,0.0,0,0.0,0,0.0,0,6.0,165
1941,7,23,21,4,50.6,-93.366,14.553,0,35.0,0,0.0,0,0.0,0,0.0,0,5.9,159,0.0,0,0.0,0,5.9,164
1941,8,4,0,25,0.0,-109.250,20.500,0,0.0,0,0.0,0,5.6,132,0.0,0,0.0,0,0.0,0,0.0,0,5.7,165
1941,11,16,9,39,46.0,-88.500,13.250,0,80.0,0,0.0,0,5.8,129,0,0,0.0,0,0.0,0,0.0,0,5.8,165
1942,2,27,8,22,0.0,-87.000,18.000,0,60.0,0,0.0,0,5.6,132,0,0,0.0,0,0.0,0,0.0,0,5.7,165
1942,6,20,10,2,7.0,-101.716,18.917,36,100.0,89,0.0,0,6.7,102,0.0,0,0.0,0,0.0,0,0.0,0,6.9,165
1942,8,6,23,36,54.2,-91.300,14.800,10,50.0,47,0.0,0,7.9,10; 102,0.0,0,7.7,43,0.0,0,0.0,0,7.7,164
1942,10,21,16,22,13.5,-116.000,33.000,36,15.0,89,0.0,0,0.0,0,0.0,0,6.5,91,0.0,0,0.0,0,6.5,164
1942,10,28,10,44,0.0,-96.500,15.250,0,33.0,0,0.0,0,6.2,132,0.0,0,0.0,0,0.0,0,0.0,0,6.2,165
1942,11,12,4,55,34.0,-94.433,16.467,36,90.0,89,0.0,0,6.7,102,0.0,0,6.1,163,0.0,0,0.0,0,6.1,164
1942,11,25,1,18,2.7,-97.981,16.244,0,25.0,0,0.0,0,0.0,0,0.0,0,6.1,159,0.0,0,0.0,0,6.1,164
1943,2,22,9,20,44.6,-101.150,17.620,2; 7; 15; 13,16.0,13,0.0,0,7.7,7; 4,7.5,12; 16; 13,7.4,43,0.0,0,0.0,0,7.4,164
1943,3,17,0,40,42.9,-115.270,32.428,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.6,155,4.6,168
1943,5,3,10,17,0.0,-95.000,18.000,0,150.0,0,0.0,0,5.7,132,0.0,0,0.0,0,0.0,0,0.0,0,5.8,165
1943,5,26,10,31,0.0,-106.500,15.500,36,0.0,0,0.0,0,6.5,102,0.0,0,0.0,0,0.0,0,0.0,0,6.7,165
1943,6,15,18,21,42.0,-93.000,14.600,20; 21,0.0,0,0.0,0,7.0,20; 21,0.0,0,0.0,0,0.0,0,0.0,0,7.2,165
1943,8,31,16,10,56.0,-92.033,15.217,36,80.0,89,0.0,0,6.7,89,0.0,0,0.0,0,0.0,0,0.0,0,6.9,165
1943,9,23,15,0,44.0,-92.183,15.500,36,110.0,89,0.0,0,6.7,102,0.0,0,0.0,0,0.0,0,0.0,0,6.9,165
1943,10,28,5,58,50.1,-115.381,31.176,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,155,4.0,168
1943,12,8,19,38,55.3,-94.341,14.910,0,15.0,0,0.0,0,0.0,0,0.0,0,6.2,159,0.0,0,0.0,0,6.2,164
1944,1,10,20,9,52.0,-101.000,17.000,7,Sh,7,0.0,0,6.5,7,6.8,105,6.6,43,0.0,0,0.0,0,6.6,164
1944,6,16,21,51,34.4,-105.084,18.661,0,15.0,0,0.0,0,0.0,0,0.0,0,6.3,159,0.0,0,0.0,0,6.3,164
1944,6,28,7,58,54.0,-92.600,14.300,10; 33,25.0,47,0.0,0,7.2,10,0.0,0,7.0,91,0.0,0,0.0,0,7.0,164
1944,10,2,17,22,0.0,-89.750,14.500,0,160.0,0,0.0,0,6.5,129,0,0,0.0,0,0.0,0,0.0,0,6.5,165
1945,3,1,11,19,59.3,-116.134,32.028,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,155,4.2,168
1945,3,31,18,50,0.0,-114.000,31.000,0,0.0,0,0.0,0,5.0,132,0.0,0,0.0,0,0.0,0,0.0,0,5.3,165
1945,4,5,8,35,0.0,-115.000,32.000,0,0.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1945,4,15,19,50,47.4,-107.294,21.995,0,35.0,0,0.0,0,0.0,0,0.0,0,6.0,159,0.0,0,0.0,0,6.0,164
1945,4,21,17,14,0.0,-100.550,18.550,37,100.0,37,0.0,0,6.5,102,0.0,0,0.0,0,0.0,0,0.0,0,6.7,165
1945,5,11,23,32,56.3,-115.897,30.884,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.2,155,5.1,168
1945,6,27,13,8,20.0,-111.000,27.000,12,10.0,47,0.0,0,6.8,12,0.0,0,6.9,91,0.0,0,0.0,0,6.9,164
1945,6,30,5,31,18.0,-116.000,17.000,37,80.0,37,0.0,0,6.7,102,0.0,0,6.4,163,0.0,0,0.0,0,6.4,164
1945,8,10,11,20,20.2,-88.687,15.361,0,25.0,0,0.0,0,0.0,0,0,0,6.0,159,0.0,0,0.0,0,6.0,164
1945,8,14,2,20,7.2,-116.844,30.775,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,155,4.2,168
1945,9,7,14,45,20.8,-115.299,31.357,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,155,4.2,168
1945,10,11,16,53,2.2,-97.650,18.320,27; 28,95.0,27; 28,0.0,0,6.5,27; 28,0.0,0,0.0,0,0.0,0,0.0,0,6.7,165
1945,10,27,11,24,41.0,-93.383,14.150,37,100.0,37,0.0,0,6.7,102,0.0,0,0.0,0,0.0,0,0.0,0,6.9,165
1946,1,16,11,7,0.3,-115.936,32.831,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,155,4.0,168
1946,2,22,17,24,0.0,-92.500,16.250,0,170.0,0,0.0,0,6.0,132,0.0,0,0.0,0,0.0,0,0.0,0,6.0,165
1946,4,8,19,45,18.9,-116.247,31.353,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,155,4.0,168
1946,5,9,23,34,30.9,-108.125,22.560,0,35.0,0,0.0,0,0.0,0,0.0,0,6.3,159,0.0,0,0.0,0,6.3,164
1946,5,15,22,10,34.0,-96.700,15.500,20; 21,0.0,0,0.0,0,7.0,20; 21 ,0.0,0,0.0,0,0.0,0,0.0,0,7.2,165
1946,5,15,22,10,39.8,-96.572,15.558,0,15.0,0,0.0,0,0.0,0,0.0,0,6.3,159,0.0,0,0.0,0,6.3,164
1946,6,7,4,13,20.0,-95.033,16.850,38,70.0,38,0.0,0,6.9,89; 102,0.0,0,0.0,0,0.0,0,0.0,0,7.1,165
1946,6,15,19,46,51.2,-116.259,32.207,0,31.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.8,155,4.7,168
1946,6,24,15,48,0.0,-89.000,14.750,0,260.0,0,0.0,0,6.0,132,0,0,0.0,0,0.0,0,0.0,0,6.0,165
1946,6,30,4,59,0.0,-95.000,18.500,0,180.0,0,0.0,0,5.5,132,0.0,0,0.0,0,0.0,0,0.0,0,5.6,165
1946,7,11,4,46,42.0,-94.617,17.235,11,70.0,11,0.0,0,0.0,0,0.0,0,7.1,11,0.0,0,0.0,0,7.1,164
1947,2,16,2,15,0.0,-97.000,17.000,0,80.0,0,0.0,0,5.7,132,0.0,0,0.0,0,0.0,0,0.0,0,5.8,165
1947,4,2,15,15,36.6,-115.101,32.560,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,155,4.2,168
1947,4,6,8,10,55.7,-115.000,31.500,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.9,155,4.9,168
1947,6,5,22,58,22.2,-90.111,13.900,0,75.0,0,0.0,0,0.0,0,0,0,5.7,159,0.0,0,0.0,0,5.7,164
1947,6,21,8,9,30.2,-116.127,30.959,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.8,155,4.7,168
1947,10,3,23,32,10.0,-100.700,18.800,20; 21,0.0,0,0.0,0,7.0,20; 21,0.0,0,0.0,0,0.0,0,0.0,0,7.2,165
1947,11,21,3,54,14.3,-107.471,18.495,0,15.0,0,0.0,0,0.0,0,0.0,0,6.3,159,0.0,0,0.0,0,6.3,164
1947,11,21,4,17,46.4,-107.439,19.469,0,15.0,0,0.0,0,0.0,0,0.0,0,6.1,159,0.0,0,0.0,0,6.1,164
1948,1,6,17,23,36.0,-98.000,17.000,2,80.0,2,0.0,0,6.9,12,0.0,0,6.4,163,0.0,0,0.0,0,6.4,164
1948,1,6,17,25,58.0,-98.000,17.000,2,80.0,2,0.0,0,7.0,16,0.0,0,0.0,0,0.0,0,0.0,0,7.2,165
1948,5,2,0,26,7.0,-115.015,31.813,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,155,4.0,168
1948,6,4,7,26,59.1,-115.218,30.786,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.6,155,4.5,168
1948,7,16,7,12,24.9,-91.240,14.310,0,41.4,0,0.0,0,0.0,0,0.0,0,6.3,159,0.0,0,0.0,0,6.3,164
1948,8,11,10,36,19.0,-97.100,17.750,39,100.0,0,0.0,0,6.7,102,6.5,89,0.0,0,0.0,0,0.0,0,6.9,165
1948,9,1,19,53,22.7,-109.267,24.934,0,35.0,0,0.0,0,0.0,0,0.0,0,6.0,159,0.0,0,0.0,0,6.0,164
1948,12,4,0,22,48.0,-106.500,22.000,39,0.0,0,0.0,0,6.9,89; 102,0.0,0,6.7,43,0.0,0,0.0,0,6.7,164
1949,2,14,18,7,27.9,-105.719,17.088,0,15.0,0,0.0,0,0.0,0,0.0,0,6.1,159,0.0,0,0.0,0,6.1,164
1949,6,26,1,35,0.0,-113.900,32.100,0,0.0,0,0.0,0,4.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1949,11,4,20,42,0.0,-116.500,32.200,0,0.0,0,0.0,0,5.7,132,0.0,0,0.0,0,0.0,0,0.0,0,5.8,165
1949,11,20,7,9,53.6,-112.310,28.474,40,10.0,0,0.0,0,0.0,0,0.0,0,6.8,91,0.0,0,0.0,0,6.8,164
1949,12,22,9,30,47.0,-93.000,15.900,20; 21,32.0,20; 21,0.0,0,7.0,20; 21,0.0,0,0.0,0,0.0,0,0.0,0,7.2,165
1949,12,25,22,40,40.1,-104.583,18.738,0,15.0,0,0.0,0,0.0,0,0.0,0,6.4,159,0.0,0,0.0,0,6.4,164
1950,2,2,10,37,26.7,-114.500,30.500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,155,4.1,168
1950,4,15,14,51,26.8,-91.307,13.618,0,35.0,0,0.0,0,0.0,0,0.0,0,6.0,159,0.0,0,0.0,0,6.0,164
1950,9,27,3,37,1.0,-109.076,19.844,0,25.0,0,0.0,0,5.7,131,0.0,0,0.0,0,0.0,0,0.0,0,5.8,165
1950,9,29,6,32,20.0,-107.000,19.000,12,60.0,47,0.0,0,6.6,12,0.0,0,6.6,43,0.0,0,0.0,0,6.6,164
1950,10,21,9,42,58.0,-106.583,17.983,40,0.0,0,0.0,0,6.6,89,0.0,0,6.2,163,0.0,0,0.0,0,6.2,164
1950,10,23,16,13,17.3,-91.820,14.340,10; 33; 20,0.0,0,0.0,0,7.1,16,7.3,10,7.2,91,0.0,0,0.0,0,7.2,164
1950,10,31,20,22,32.4,-108.277,23.158,0,15.0,0,0.0,0,0.0,0,0.0,0,5.9,159,0.0,0,0.0,0,5.9,164
1950,11,6,20,55,45.3,-117.946,32.623,0,6.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,4.3,155,4.3,168
1950,11,10,2,14,12.0,-109.133,19.020,0,25.0,0,0.0,0,6.0,131,0.0,0,0.0,0,0.0,0,0.0,0,6.0,165
1950,11,11,9,28,27.9,-109.821,19.156,0,25.0,0,0.0,0,0.0,0,0.0,0,5.8,159,0.0,0,0.0,0,5.8,164
1950,11,17,19,28,16.0,-100.700,16.800,7,Sh,7,0.0,0,6.3,7,7.0,20; 21,6.1,163,0.0,0,0.0,0,6.1,164
1950,12,7,5,4,50.2,-114.758,32.081,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,155,4.0,168
1950,12,14,14,15,51.0,-98.120,17.220,2; 7; 15,16.0,13,0.0,0,7.3,16; 7; 4; 108,7.1,12; 13,7.3,107,0.0,0,0.0,0,7.3,164
1950,12,16,13,51,45.7,-98.610,16.810,41,0.0,0,6.5,41,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.4,165
1950,12,26,13,51,38.3,-98.719,15.861,0,20.0,0,0.0,0,0.0,0,0.0,0,5.8,159,0.0,0,0.0,0,5.8,164
1951,1,3,12,21,25.6,-106.193,17.106,0,15.0,0,0.0,0,0.0,0,0.0,0,6.0,159,0.0,0,0.0,0,6.0,164
1951,1,3,13,4,24.6,-105.977,17.834,0,15.0,0,0.0,0,0.0,0,0.0,0,5.9,159,0.0,0,0.0,0,5.9,164
1951,1,24,7,16,53.4,-115.119,32.622,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,155,6.0,168
1951,2,13,17,16,3.0,-115.773,32.868,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,155,4.0,168
1951,4,2,0,13,43.8,-89.948,13.238,0,55.0,0,0.0,0,0.0,0,0,0,6.0,159,0.0,0,0.0,0,6.0,164
1951,7,9,0,3,53.5,-96.605,15.990,0,25.0,0,0.0,0,0.0,0,0.0,0,6.0,159,0.0,0,0.0,0,6.0,164
1951,8,3,0,23,57.8,-87.427,13.044,0,15.0,0,0.0,0,0.0,0,0,0,6.1,159,0.0,0,0.0,0,6.1,164
1951,9,2,16,27,46.6,-117.275,32.020,0,6.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,4.7,155,4.7,168
1951,11,14,23,55,0.4,-116.106,32.797,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,155,4.0,168
1951,12,12,1,37,34.0,-96.900,16.467,40,100.0,89,0.0,0,7.0,89; 102,6.5,40,0.0,0,0.0,0,0.0,0,7.2,165
1951,12,28,9,20,26.7,-98.700,16.900,7,Sh,7,0.0,0,6.8,7; 41,7.0,20; 21,6.5,43,0.0,0,0.0,0,6.5,164
1952,2,17,17,28,59.5,-108.014,23.841,0,20.0,0,0.0,0,0.0,0,0.0,0,5.8,159,0.0,0,0.0,0,5.8,164
1952,3,5,15,46,10.6,-108.760,23.662,0,10.0,0,0.0,0,0.0,0,0.0,0,6.4,159,0.0,0,0.0,0,6.4,164
1952,3,16,19,59,13.2,-115.199,32.005,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,155,4.0,168
1952,4,2,18,34,53.6,-99.763,16.416,0,15.0,0,0.0,0,0.0,0,0.0,0,5.7,159,0.0,0,0.0,0,5.7,164
1952,5,14,21,11,41.2,-86.345,16.554,0,29.3,0,0.0,0,0.0,0,0,0,5.7,159,0.0,0,0.0,0,5.7,164
1952,11,7,20,55,6.0,-110.890,26.304,0,15.0,0,0.0,0,0.0,0,0.0,0,6.3,159,0.0,0,0.0,0,6.3,164
1953,1,13,1,57,0.0,-108.383,20.700,0,0.0,0,0.0,0,5.5,132,0.0,0,0.0,0,0.0,0,0.0,0,5.6,165
1953,6,14,4,17,27.3,-115.504,32.892,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.5,155,5.5,168
1953,7,29,18,15,41.9,-90.181,13.062,0,25.0,0,0.0,0,0.0,0,0,0,6.0,159,0.0,0,0.0,0,6.0,164
1953,8,24,13,21,2.0,-92.317,14.533,42,96.0,89,0.0,0,6.7,102,0.0,0,0.0,0,0.0,0,0.0,0,6.9,165
1953,9,30,23,4,19.0,-108.333,22.350,42,10.0,89,0.0,0,6.8,90,6.5,42,6.8,43,0.0,0,0.0,0,6.8,164
1953,10,13,8,53,53.8,-113.984,29.977,0,15.0,0,0.0,0,0.0,0,0.0,0,6.2,159,0.0,0,0.0,0,6.2,164
