Year,Month,Day,Hour,Minute,Second,Magnitude,Longitude,Latitude,Depth
2004.0,11.0,19.0,23.0,49.0,37.1,4.8,48.836,32.023,37.0
2004.0,11.0,20.0,8.0,7.0,22.0,6.4,-84.172,9.602,16.0
2004.0,11.0,21.0,11.0,41.0,7.7,6.3,-61.706,15.679,14.0
2004.0,11.0,22.0,4.0,1.0,30.4,5.0,47.977,33.297,36.0
2004.0,11.0,22.0,20.0,26.0,23.9,7.1,164.721,-46.676,10.0
2004.0,11.0,24.0,22.0,59.0,40.0,5.1,10.559,45.626,17.0
2004.0,11.0,26.0,2.0,25.0,3.3,7.1,135.404,-3.609,10.0
2004.0,11.0,28.0,18.0,32.0,14.1,7.0,145.119,43.006,39.0
2004.0,12.0,1.0,17.0,42.0,24.7,4.5,3.448,36.848,10.0
2004.0,12.0,2.0,19.0,16.0,34.6,5.8,-61.48,10.49,49.0
2004.0,12.0,5.0,1.0,52.0,37.2,4.8,8.077,48.115,10.0
2004.0,12.0,5.0,8.0,30.0,59.5,4.5,3.421,36.865,10.0
2004.0,12.0,6.0,14.0,15.0,11.8,6.8,145.228,42.9,35.0
2004.0,12.0,9.0,8.0,49.0,0.2,5.4,92.539,24.757,35.0
2004.0,12.0,14.0,5.0,56.0,10.0,5.8,141.793,44.119,10.0
2004.0,12.0,20.0,23.0,2.0,12.4,5.4,28.206,37.042,5.0
2004.0,12.0,23.0,14.0,59.0,4.4,8.1,161.345,-49.312,10.0
2004.0,12.0,26.0,0.0,58.0,53.4,9.1,95.854,3.316,30.0
2005.0,1.0,10.0,18.0,47.0,30.1,5.4,54.574,37.103,32.0
2005.0,1.0,19.0,6.0,11.0,36.4,6.6,141.491,34.064,28.0
2005.0,1.0,20.0,18.0,56.0,30.7,5.3,175.21,-41.223,39.0
2005.0,1.0,23.0,20.0,10.0,12.1,6.3,119.933,-1.198,11.0
2005.0,1.0,24.0,23.0,23.0,26.1,6.1,-80.785,-1.364,17.0
2005.0,1.0,25.0,16.0,30.0,38.9,4.8,100.709,22.526,12.0
2005.0,1.0,25.0,16.0,44.0,16.1,5.9,43.703,37.622,41.0
2005.0,1.0,29.0,7.0,41.0,31.0,4.4,-1.82,37.91,5.0
2005.0,2.0,2.0,5.0,55.0,18.2,4.8,107.819,-7.037,15.0
2005.0,2.0,14.0,18.0,5.0,59.3,5.8,-61.744,15.775,12.0
2005.0,2.0,14.0,23.0,38.0,8.6,6.1,79.44,41.728,22.0
2005.0,2.0,15.0,11.0,15.0,11.7,5.1,92.524,24.55,35.0
2005.0,2.0,22.0,2.0,25.0,22.9,6.4,56.816,30.754,14.0
2005.0,3.0,2.0,11.0,12.0,14.9,4.9,68.038,30.378,52.0
2005.0,3.0,9.0,10.0,15.0,31.8,4.3,26.789,-26.913,5.0
2005.0,3.0,12.0,7.0,36.0,12.1,5.6,40.978,39.44,11.0
2005.0,3.0,13.0,3.0,31.0,23.0,6.0,61.887,27.095,54.0
2005.0,3.0,14.0,1.0,55.0,55.6,5.8,40.89,39.354,5.0
2005.0,3.0,14.0,9.0,43.0,49.1,4.9,73.73,17.145,10.0
2005.0,3.0,15.0,2.0,7.0,6.8,4.3,73.668,17.072,10.0
2005.0,3.0,20.0,1.0,53.0,41.8,6.6,130.131,33.807,10.0
2005.0,3.0,28.0,16.0,9.0,36.5,8.6,97.108,2.085,30.0
2005.0,4.0,10.0,10.0,29.0,11.2,6.7,99.607,-1.644,19.0
2005.0,6.0,13.0,22.0,44.0,33.9,7.7,-69.197,-19.987,116.0
2005.0,6.0,15.0,2.0,50.0,53.1,7.2,-125.97,41.301,10.0
2005.0,7.0,5.0,1.0,52.0,2.9,6.7,97.082,1.819,21.0
2005.0,7.0,9.0,23.0,59.0,17.0,5.9,119.963,-1.174,32.0
2005.0,7.0,10.0,13.0,10.0,12.1,5.2,19.812,42.389,4.0
2005.0,7.0,18.0,2.0,4.0,59.8,5.3,124.48,-9.948,10.0
2005.0,7.0,23.0,7.0,34.0,56.7,5.9,139.982,35.498,61.0
2005.0,7.0,24.0,15.0,42.0,6.2,7.2,92.19,7.92,16.0
2005.0,7.0,25.0,15.0,43.0,41.1,4.7,125.058,46.827,48.0
2005.0,7.0,26.0,4.0,8.0,37.1,5.6,-112.615,45.365,13.0
2005.0,7.0,30.0,21.0,45.0,0.0,5.3,33.089,39.437,5.0
2005.0,8.0,5.0,14.0,14.0,48.0,4.8,103.036,26.569,42.0
2005.0,8.0,5.0,18.0,7.0,13.8,4.5,108.383,9.985,10.0
2005.0,8.0,9.0,5.0,9.0,20.8,5.1,52.56,28.85,10.0
2005.0,8.0,13.0,4.0,58.0,44.8,4.5,104.103,23.627,10.0
2005.0,8.0,14.0,2.0,39.0,40.3,5.8,-68.98,-19.78,11.0
2005.0,8.0,14.0,6.0,33.0,32.5,4.4,74.118,17.398,35.0
2005.0,8.0,16.0,2.0,46.0,28.4,7.2,142.039,38.276,36.0
2005.0,8.0,16.0,3.0,45.0,54.1,4.4,78.56,30.924,43.0
2005.0,8.0,30.0,8.0,53.0,17.4,4.7,73.773,17.067,10.0
2005.0,9.0,9.0,7.0,26.0,43.7,7.7,153.474,-4.539,90.0
2005.0,9.0,24.0,19.0,24.0,2.6,5.6,40.634,12.471,12.0
2005.0,9.0,26.0,1.0,55.0,37.6,7.5,-76.398,-5.678,115.0
2005.0,10.0,1.0,22.0,19.0,51.3,5.3,-70.794,-16.635,20.0
2005.0,10.0,8.0,3.0,50.0,39.1,7.6,73.649,34.451,15.0
2005.0,10.0,20.0,21.0,40.0,4.0,5.9,26.751,38.152,10.0
2005.0,10.0,24.0,17.0,35.0,33.8,4.8,-77.745,-0.507,35.0
2005.0,10.0,27.0,11.0,18.0,57.3,4.2,107.798,23.604,10.0
2005.0,10.0,31.0,2.0,10.0,28.7,5.4,-78.704,-5.852,40.0
2005.0,11.0,14.0,21.0,38.0,51.4,7.0,144.896,38.107,11.0
2005.0,11.0,26.0,0.0,49.0,37.6,5.2,115.689,29.695,10.0
2005.0,11.0,26.0,15.0,56.0,55.0,4.4,38.814,38.26,9.0
2005.0,11.0,27.0,10.0,22.0,19.1,6.0,55.858,26.774,10.0
2005.0,12.0,5.0,12.0,19.0,56.6,6.8,29.83,-6.224,22.0
2005.0,12.0,12.0,21.0,47.0,46.0,6.5,71.093,36.357,225.0
2005.0,12.0,14.0,7.0,9.0,54.1,5.3,79.255,30.476,44.0
2005.0,12.0,24.0,3.0,56.0,7.3,4.3,26.783,38.804,14.0
2006.0,1.0,1.0,7.0,11.0,57.0,5.6,140.131,31.394,10.0
2006.0,1.0,8.0,11.0,34.0,55.6,6.7,23.212,36.311,66.0
2006.0,1.0,27.0,16.0,58.0,53.6,7.6,128.131,-5.473,397.0
2006.0,2.0,14.0,0.0,55.0,25.0,5.3,88.388,27.382,30.0
2006.0,2.0,20.0,17.0,20.0,9.0,4.6,25.544,41.708,10.0
2006.0,2.0,22.0,22.0,19.0,7.8,7.0,33.583,-21.324,11.0
2006.0,2.0,23.0,20.0,4.0,53.5,5.8,91.705,26.912,10.0
2006.0,2.0,28.0,7.0,31.0,2.6,6.0,56.865,28.12,18.0
2006.0,3.0,7.0,18.0,20.0,46.1,5.5,70.899,23.777,10.0
2006.0,3.0,10.0,7.0,50.0,14.3,4.9,73.887,33.129,10.0
2006.0,3.0,14.0,6.0,57.0,33.8,6.7,127.214,-3.595,30.0
2006.0,3.0,20.0,19.0,44.0,25.1,4.9,5.328,36.623,10.0
2006.0,3.0,25.0,7.0,28.0,57.6,5.9,55.685,27.574,18.0
2006.0,3.0,28.0,8.0,35.0,43.3,5.0,97.224,3.462,30.0
2006.0,3.0,31.0,1.0,17.0,0.9,6.1,48.78,33.5,7.0
2006.0,3.0,31.0,12.0,23.0,17.8,4.9,124.122,44.624,10.0
2006.0,4.0,1.0,10.0,2.0,19.5,6.2,121.278,22.868,9.0
2006.0,4.0,4.0,9.0,12.0,23.4,4.8,73.136,34.6,10.0
2006.0,4.0,6.0,17.0,59.0,16.4,5.5,70.477,23.322,10.0
2006.0,4.0,11.0,0.0,2.0,41.5,5.5,20.92,37.64,18.0
2006.0,4.0,19.0,2.0,5.0,42.9,5.7,90.413,31.607,33.0
2006.0,4.0,20.0,23.0,25.0,2.1,7.6,167.089,60.949,22.0
2006.0,5.0,3.0,15.0,26.0,40.2,7.9,-174.123,-20.187,55.0
2006.0,5.0,4.0,17.0,43.0,9.7,4.5,-82.543,8.898,
2006.0,5.0,7.0,6.0,20.0,53.7,4.1,56.7,30.79,14.0
2006.0,5.0,12.0,8.0,16.0,56.5,5.5,105.395,-5.575,17.0
2006.0,5.0,26.0,22.0,53.0,58.9,6.3,110.446,-7.961,13.0
2006.0,6.0,3.0,7.0,15.0,35.6,5.1,55.843,26.759,5.0
2006.0,6.0,3.0,11.0,7.0,45.0,4.1,43.787,37.605,10.0
2006.0,6.0,3.0,16.0,34.0,25.8,3.8,34.28,-14.52,10.0
2006.0,6.0,11.0,20.0,1.0,26.3,6.3,131.141,33.129,140.0
2006.0,6.0,13.0,14.0,15.0,38.3,4.5,19.96,40.27,10.0
2006.0,6.0,20.0,16.0,52.0,57.9,4.5,104.95,33.068,24.0
2006.0,7.0,17.0,8.0,19.0,25.0,7.7,107.411,-9.254,34.0
2006.0,7.0,22.0,1.0,10.0,29.0,4.9,104.138,27.995,56.0
2006.0,7.0,29.0,0.0,11.0,51.3,5.6,68.828,37.255,34.0
2006.0,8.0,5.0,14.0,3.0,43.7,5.6,-68.707,-33.131,22.0
2006.0,8.0,18.0,11.0,45.0,49.4,4.7,69.22,38.246,10.0
2006.0,8.0,24.0,20.0,1.0,0.2,4.3,-0.14,45.84,5.0
2006.0,8.0,25.0,5.0,51.0,44.3,4.6,104.151,28.012,22.0
2006.0,9.0,10.0,14.0,56.0,8.1,5.8,-86.606,26.319,14.0
2006.0,9.0,28.0,6.0,22.0,9.7,6.9,-172.033,-16.592,28.0
2006.0,9.0,29.0,13.0,8.0,26.1,6.1,-61.756,10.876,53.0
2006.0,9.0,29.0,18.0,23.0,5.9,5.5,-61.758,10.814,52.0
2006.0,10.0,15.0,17.0,7.0,49.2,6.7,-155.935,19.878,39.0
2006.0,10.0,20.0,10.0,48.0,56.0,6.7,-76.677,-13.457,23.0
2006.0,10.0,27.0,10.0,52.0,5.7,4.5,113.21,31.56,10.0
2006.0,11.0,3.0,6.0,21.0,39.2,4.7,119.558,43.469,10.0
2006.0,11.0,13.0,8.0,2.0,44.4,5.2,119.997,20.656,14.0
2006.0,11.0,15.0,11.0,14.0,13.5,8.3,153.266,46.592,10.0
2006.0,11.0,17.0,18.0,19.0,51.6,4.7,-0.05,42.99,10.0
2006.0,11.0,23.0,7.0,15.0,20.5,4.8,22.46,48.195,10.0
2006.0,11.0,23.0,11.0,4.0,44.3,4.7,83.524,44.229,20.0
2006.0,11.0,24.0,6.0,33.0,26.4,5.2,119.233,-3.728,31.0
2006.0,11.0,29.0,1.0,32.0,17.9,6.2,128.283,2.52,39.0
2006.0,12.0,1.0,14.0,1.0,47.5,6.3,118.777,-8.251,43.0
2006.0,12.0,8.0,16.0,48.0,39.1,3.9,7.6,47.58,5.0
2006.0,12.0,12.0,17.0,2.0,29.7,4.6,98.916,18.901,10.0
2006.0,12.0,17.0,21.0,39.0,17.4,5.8,99.859,0.626,30.0
2006.0,12.0,24.0,22.0,43.0,26.7,4.2,76.15,26.88,10.0
2006.0,12.0,25.0,20.0,1.0,0.4,5.8,76.163,42.156,12.0
2006.0,12.0,26.0,12.0,26.0,21.1,7.0,120.547,21.799,10.0
2006.0,12.0,31.0,13.0,39.0,23.6,4.1,19.343,47.449,5.0
2007.0,1.0,8.0,17.0,21.0,50.2,6.0,70.311,39.803,18.0
2007.0,1.0,9.0,14.0,49.0,48.8,4.5,103.911,37.021,20.0
2007.0,1.0,10.0,17.0,18.0,58.3,4.7,104.74,33.259,23.0
2007.0,1.0,13.0,4.0,23.0,21.1,8.1,154.524,46.243,10.0
2007.0,1.0,21.0,7.0,38.0,57.0,5.1,42.863,39.592,3.0
2007.0,1.0,21.0,11.0,27.0,45.0,7.5,126.282,1.065,22.0
2007.0,2.0,16.0,7.0,15.0,54.0,4.9,126.24,6.614,79.0
2007.0,2.0,21.0,11.0,5.0,29.2,5.7,39.267,38.318,10.0
2007.0,3.0,6.0,3.0,49.0,38.9,6.4,100.498,-0.493,19.0
2007.0,3.0,6.0,13.0,5.0,12.1,5.0,-76.495,2.082,43.0
2007.0,3.0,6.0,22.0,32.0,6.8,4.7,48.93,33.49,16.0
2007.0,3.0,25.0,0.0,40.0,1.6,7.1,169.357,-20.617,34.0
2007.0,3.0,25.0,0.0,41.0,57.8,6.7,136.588,37.336,8.0
2007.0,3.0,25.0,13.0,57.0,58.2,5.8,20.42,38.34,15.0
2007.0,4.0,1.0,20.0,39.0,56.3,8.1,157.043,-8.466,24.0
2007.0,4.0,13.0,5.0,42.0,23.0,6.0,-100.198,17.302,34.0
2007.0,4.0,15.0,3.0,19.0,30.3,4.6,136.239,34.807,16.0
2007.0,4.0,16.0,7.0,38.0,53.8,4.5,19.897,41.172,14.0
2007.0,4.0,21.0,17.0,53.0,46.3,6.2,-72.648,-45.243,37.0
2007.0,4.0,28.0,7.0,18.0,11.3,4.6,1.009,51.085,10.0
2007.0,5.0,8.0,15.0,46.0,49.1,4.5,-112.13,45.394,14.0
2007.0,5.0,16.0,8.0,56.0,16.4,6.3,100.746,20.504,24.0
2007.0,5.0,29.0,9.0,36.0,5.6,6.1,127.343,-1.065,24.0
2007.0,6.0,2.0,21.0,34.0,57.7,6.1,101.052,23.028,5.0
2007.0,6.0,13.0,19.0,29.0,40.1,6.7,-90.618,13.554,23.0
2007.0,6.0,18.0,14.0,29.0,48.2,5.5,50.833,34.437,5.0
2007.0,7.0,13.0,7.0,20.0,25.5,4.5,-79.836,-3.987,50.0
2007.0,7.0,16.0,1.0,13.0,22.0,6.6,138.478,37.57,10.0
2007.0,7.0,20.0,10.0,6.0,52.0,5.6,82.378,42.913,10.0
2007.0,7.0,20.0,11.0,42.0,22.3,4.2,-122.193,37.804,5.0
2007.0,7.0,21.0,22.0,44.0,13.5,5.2,70.485,38.936,10.0
2007.0,7.0,22.0,23.0,2.0,14.7,4.3,78.239,30.881,19.0
2007.0,7.0,26.0,5.0,40.0,16.1,6.9,127.464,2.872,25.0
2007.0,8.0,1.0,17.0,8.0,51.4,7.2,167.68,-15.595,120.0
2007.0,8.0,2.0,2.0,37.0,42.3,6.2,141.798,47.116,5.0
2007.0,8.0,2.0,3.0,21.0,42.8,6.7,-179.971,51.307,21.0
2007.0,8.0,6.0,8.0,48.0,40.0,4.2,-111.237,39.465,2.0
2007.0,8.0,8.0,17.0,4.0,58.0,7.5,107.655,-5.968,289.0
2007.0,8.0,15.0,23.0,40.0,57.8,8.0,-76.603,-13.386,39.0
2007.0,8.0,17.0,0.0,38.0,56.0,1.6,-111.207,39.464,0.0
2007.0,8.0,20.0,19.0,15.0,53.5,4.4,73.7,17.2,5.0
2007.0,8.0,25.0,4.0,24.0,21.9,5.0,56.652,28.154,10.0
2007.0,9.0,2.0,1.0,5.0,18.1,7.2,165.762,-11.61,35.0
2007.0,9.0,9.0,18.0,36.0,37.6,4.8,114.338,-7.783,35.0
2007.0,9.0,10.0,1.0,49.0,14.2,6.8,-77.967,2.982,31.0
2007.0,9.0,12.0,11.0,10.0,26.8,8.4,101.367,-4.438,34.0
2007.0,9.0,12.0,23.0,49.0,3.7,7.9,100.841,-2.625,35.0
2007.0,9.0,28.0,13.0,38.0,57.8,7.5,142.668,22.013,260.0
2007.0,9.0,30.0,5.0,23.0,34.0,7.4,163.954,-49.418,10.0
2007.0,10.0,15.0,12.0,29.0,36.0,6.8,167.583,-44.785,26.0
2007.0,10.0,26.0,6.0,50.0,6.6,4.8,76.753,35.304,10.0
2007.0,10.0,31.0,3.0,4.0,54.8,5.6,-121.774,37.434,10.0
2007.0,11.0,6.0,9.0,38.0,5.7,5.1,70.724,21.181,10.0
2007.0,11.0,7.0,4.0,12.0,38.6,5.1,124.647,9.721,72.0
2007.0,11.0,7.0,7.0,10.0,21.9,5.1,92.388,22.15,29.0
2007.0,11.0,14.0,15.0,40.0,50.5,7.7,-69.89,-22.247,40.0
2007.0,11.0,16.0,3.0,13.0,0.1,6.8,-77.838,-2.312,123.0
2007.0,11.0,20.0,5.0,20.0,3.4,4.8,49.93,31.68,7.0
2007.0,11.0,25.0,16.0,2.0,17.9,6.5,118.339,-8.277,35.0
2007.0,11.0,25.0,23.0,12.0,17.0,4.7,77.057,28.555,10.0
2007.0,11.0,29.0,19.0,0.0,20.4,7.4,-61.274,14.944,156.0
2007.0,12.0,9.0,2.0,3.0,29.4,4.6,-44.231,-15.048,10.0
2007.0,12.0,9.0,7.0,28.0,20.8,7.8,-177.514,-25.996,153.0
2007.0,12.0,15.0,18.0,22.0,27.1,5.9,-71.695,-32.689,25.0
2007.0,12.0,20.0,7.0,55.0,15.8,6.6,178.291,-39.011,20.0
2007.0,12.0,20.0,9.0,48.0,29.9,5.7,33.212,39.417,10.0
2007.0,12.0,26.0,23.0,47.0,10.7,5.6,33.162,39.446,8.0
2008.0,1.0,1.0,6.0,32.0,27.9,5.6,72.985,40.288,6.0
2008.0,1.0,5.0,1.0,56.0,45.4,5.6,-91.479,14.129,66.0
2008.0,1.0,7.0,3.0,12.0,26.8,5.9,134.012,-0.795,12.0
2008.0,1.0,9.0,22.0,24.0,3.8,4.6,-0.57,35.616,10.0
2008.0,1.0,12.0,22.0,44.0,47.3,5.0,92.333,22.761,34.0
2008.0,1.0,22.0,17.0,14.0,57.9,6.1,97.442,1.011,20.0
2008.0,2.0,3.0,7.0,34.0,12.1,5.9,28.9,-2.296,10.0
2008.0,2.0,6.0,6.0,9.0,40.4,4.3,87.111,23.433,10.0
2008.0,2.0,9.0,7.0,12.0,5.8,5.1,-115.315,32.456,3.0
2008.0,2.0,13.0,20.0,55.0,31.5,4.9,51.2,31.73,14.0
2008.0,2.0,14.0,2.0,7.0,46.7,4.9,28.918,-2.404,10.0
2008.0,2.0,15.0,10.0,36.0,19.0,5.0,35.305,33.327,10.0
2008.0,2.0,20.0,8.0,8.0,30.5,7.4,95.964,2.768,26.0
2008.0,2.0,21.0,14.0,16.0,2.7,6.0,-114.867,41.153,7.0
2008.0,2.0,25.0,8.0,36.0,33.0,6.5,99.972,-2.486,25.0
2008.0,2.0,27.0,0.0,56.0,47.8,4.8,-0.332,53.403,18.0
2008.0,2.0,29.0,4.0,46.0,0.0,4.3,-40.35,-3.7,10.0
2008.0,3.0,9.0,11.0,10.0,41.0,4.5,70.592,23.33,10.0
2008.0,3.0,20.0,22.0,32.0,57.9,7.2,81.467,35.49,10.0
2008.0,3.0,29.0,12.0,51.0,24.7,5.3,-77.164,-12.178,51.0
2008.0,4.0,9.0,12.0,46.0,12.7,7.3,168.892,-20.071,33.0
2008.0,4.0,15.0,3.0,3.0,4.6,6.1,-90.599,13.564,33.0
2008.0,4.0,18.0,9.0,36.0,59.1,5.3,-87.886,38.452,14.0
2008.0,4.0,26.0,6.0,40.0,10.6,5.0,-119.93,39.52,1.0
2008.0,4.0,28.0,18.0,33.0,34.2,6.4,168.953,-19.941,32.0
2008.0,5.0,1.0,0.0,15.0,27.4,4.5,48.59,33.86,16.0
2008.0,5.0,7.0,16.0,45.0,20.2,6.8,141.521,36.158,39.0
2008.0,5.0,12.0,6.0,28.0,0.5,7.9,103.396,30.98,10.0
2008.0,5.0,24.0,19.0,20.0,42.4,5.6,-73.764,4.33,9.0
2008.0,5.0,25.0,8.0,21.0,48.7,6.0,105.424,32.57,10.0
2008.0,5.0,26.0,15.0,1.0,33.6,5.6,-82.968,8.423,13.0
2008.0,5.0,27.0,8.0,37.0,51.5,5.7,105.54,32.71,10.0
2008.0,5.0,29.0,15.0,46.0,0.4,6.3,-21.012,64.004,10.0
2008.0,6.0,6.0,20.0,2.0,56.8,5.5,-0.658,35.883,4.0
2008.0,6.0,6.0,21.0,16.0,33.8,3.8,84.964,24.702,11.0
2008.0,6.0,8.0,12.0,25.0,29.7,6.3,21.525,37.963,16.0
2008.0,6.0,13.0,23.0,43.0,45.3,6.9,140.881,39.03,8.0
2008.0,7.0,1.0,0.0,17.0,33.2,5.5,-75.512,-10.368,33.0
2008.0,7.0,3.0,23.0,10.0,2.0,5.0,58.8,35.5,10.0
2008.0,7.0,5.0,2.0,12.0,4.4,7.7,152.886,53.882,633.0
2008.0,7.0,8.0,9.0,13.0,7.4,6.2,-71.748,-15.986,123.0
2008.0,7.0,19.0,2.0,39.0,28.7,6.9,142.214,37.552,22.0
2008.0,7.0,23.0,15.0,26.0,19.9,6.8,141.464,39.802,108.0
2008.0,7.0,24.0,7.0,9.0,30.0,5.6,105.542,32.747,10.0
2008.0,7.0,29.0,18.0,42.0,15.7,5.4,-117.761,33.953,15.0
2008.0,8.0,1.0,8.0,32.0,43.0,5.7,104.722,32.036,7.0
2008.0,8.0,5.0,9.0,49.0,17.2,6.0,105.494,32.756,6.0
2008.0,8.0,11.0,7.0,19.0,26.4,5.2,-64.171,10.514,13.0
2008.0,8.0,15.0,10.0,25.0,16.5,6.0,124.319,12.897,10.0
2008.0,8.0,19.0,21.0,35.0,17.2,5.0,97.919,25.051,46.0
2008.0,8.0,21.0,12.0,24.0,29.5,6.0,97.684,25.044,1.0
2008.0,8.0,25.0,11.0,25.0,19.3,5.5,176.851,-39.715,32.0
2008.0,8.0,25.0,13.0,21.0,58.8,6.7,83.52,30.901,12.0
2008.0,8.0,26.0,8.0,7.0,8.5,5.0,26.417,-52.533,10.0
2008.0,8.0,27.0,1.0,35.0,32.1,6.2,104.158,51.607,16.0
2008.0,8.0,30.0,8.0,30.0,54.0,5.9,101.937,26.272,17.0
2008.0,9.0,3.0,2.0,22.0,47.0,4.1,38.503,37.507,6.0
2008.0,9.0,9.0,3.0,7.0,27.5,5.4,103.058,-3.935,25.0
2008.0,9.0,10.0,11.0,0.0,34.0,6.1,55.828,26.743,12.0
2008.0,9.0,11.0,0.0,20.0,50.9,6.8,143.754,41.892,25.0
2008.0,9.0,16.0,21.0,47.0,14.5,5.0,73.915,17.438,10.0
2008.0,10.0,5.0,15.0,52.0,49.4,6.6,73.824,39.533,27.0
2008.0,10.0,6.0,8.0,30.0,45.5,6.3,90.35,29.807,12.0
2008.0,10.0,11.0,9.0,6.0,10.7,5.7,46.254,43.372,16.0
2008.0,10.0,28.0,23.0,9.0,57.6,6.4,67.351,30.639,15.0
2008.0,10.0,29.0,11.0,32.0,43.1,6.4,67.455,30.598,14.0
2008.0,11.0,10.0,1.0,22.0,2.5,6.3,95.833,37.565,19.0
2008.0,11.0,16.0,17.0,2.0,32.7,7.3,122.091,1.271,30.0
2008.0,11.0,19.0,6.0,11.0,20.7,6.1,-82.967,8.267,32.0
2008.0,11.0,22.0,22.0,27.0,55.1,4.1,18.455,49.914,
2008.0,12.0,7.0,13.0,36.0,21.3,5.4,55.8,26.99,15.0
2008.0,12.0,9.0,18.0,53.0,11.1,4.5,105.395,32.518,25.0
2008.0,12.0,10.0,10.0,53.0,50.0,4.1,-69.259,-32.938,10.0
2008.0,12.0,25.0,20.0,20.0,51.5,4.7,97.569,23.97,35.0
2008.0,12.0,25.0,20.0,20.0,51.5,4.8,97.569,23.97,35.0
2008.0,12.0,29.0,3.0,37.0,41.7,5.8,71.075,36.401,158.0
2009.0,1.0,3.0,19.0,43.0,50.6,7.6,132.885,-0.414,17.0
2009.0,1.0,3.0,22.0,33.0,40.2,7.3,133.305,-0.691,23.0
2009.0,1.0,8.0,19.0,21.0,35.6,6.1,-84.197,10.165,14.0
2009.0,1.0,15.0,17.0,49.0,39.0,7.4,155.154,46.857,36.0
2009.0,1.0,21.0,18.0,17.0,3.3,4.6,-75.626,-11.779,10.0
2009.0,2.0,11.0,17.0,34.0,50.8,7.2,126.397,3.884,22.0
2009.0,2.0,20.0,3.0,48.0,48.2,5.4,73.899,34.204,10.0
2009.0,2.0,20.0,10.0,2.0,29.1,5.5,78.692,40.657,17.0
2009.0,3.0,19.0,18.0,17.0,40.9,7.6,-174.659,-23.046,34.0
2009.0,3.0,26.0,4.0,44.0,11.6,4.1,85.903,22.399,10.0
2009.0,3.0,31.0,17.0,50.0,34.1,4.4,-86.06,13.452,36.0
2009.0,4.0,6.0,1.0,32.0,39.0,6.3,13.334,42.334,9.0
2009.0,4.0,7.0,17.0,47.0,37.0,5.5,13.464,42.275,15.0
2009.0,4.0,9.0,1.0,46.0,58.2,5.2,70.749,27.143,44.0
2009.0,4.0,16.0,21.0,27.0,51.3,5.4,70.076,34.185,6.0
2009.0,5.0,17.0,19.0,50.0,6.2,4.6,37.597,25.212,10.0
2009.0,5.0,19.0,17.0,35.0,0.6,5.7,37.744,25.292,2.0
2009.0,5.0,19.0,19.0,29.0,48.9,4.9,75.787,33.198,21.0
2009.0,5.0,24.0,16.0,17.0,50.8,5.3,22.714,41.303,0.0
2009.0,5.0,28.0,8.0,24.0,45.0,7.3,-86.236,16.72,10.0
2009.0,5.0,29.0,6.0,20.0,14.6,5.7,168.329,-17.026,13.0
2009.0,6.0,2.0,2.0,17.0,3.5,6.3,167.949,-17.757,15.0
2009.0,6.0,13.0,17.0,17.0,38.2,5.4,78.864,44.724,15.0
2009.0,7.0,1.0,9.0,30.0,10.4,6.4,25.471,34.164,19.0
2009.0,7.0,4.0,6.0,49.0,35.5,6.0,-78.966,9.59,38.0
2009.0,7.0,9.0,11.0,19.0,16.2,5.7,101.095,25.632,7.0
2009.0,7.0,15.0,9.0,22.0,29.0,7.8,166.562,-45.762,12.0
2009.0,7.0,24.0,3.0,11.0,56.8,5.8,85.902,31.158,13.0
2009.0,8.0,8.0,13.0,26.0,17.5,3.4,105.438,29.358,10.0
2009.0,8.0,10.0,19.0,55.0,35.6,7.5,92.888,14.099,5.0
2009.0,8.0,10.0,20.0,7.0,9.1,6.4,138.264,34.743,40.0
2009.0,8.0,16.0,7.0,38.0,21.7,6.7,99.49,-1.479,20.0
2009.0,8.0,28.0,1.0,52.0,6.6,6.2,95.718,37.696,13.0
2009.0,8.0,30.0,19.0,27.0,48.8,5.2,95.101,25.28,82.0
2009.0,9.0,2.0,7.0,55.0,1.0,7.0,107.297,-7.782,46.0
2009.0,9.0,6.0,22.0,41.0,37.3,6.0,43.443,42.66,15.0
2009.0,9.0,12.0,20.0,6.0,24.6,6.3,-67.92,10.705,10.0
2009.0,9.0,18.0,11.0,53.0,48.0,5.7,124.715,6.513,10.0
2009.0,9.0,18.0,23.0,6.0,57.7,5.7,115.593,-9.138,79.0
2009.0,9.0,21.0,8.0,53.0,5.9,6.1,91.437,27.332,14.0
2009.0,9.0,22.0,8.0,20.0,41.0,3.1,145.25,-38.28,0.0
2009.0,9.0,29.0,17.0,48.0,10.9,8.1,-172.095,-15.489,18.0
2009.0,9.0,30.0,10.0,16.0,9.2,7.5,99.867,-0.72,81.0
2009.0,10.0,1.0,1.0,52.0,27.3,6.6,101.501,-2.515,10.0
2009.0,10.0,7.0,22.0,3.0,14.4,7.6,166.51,-13.006,45.0
2009.0,10.0,7.0,22.0,18.0,51.2,7.8,166.382,-12.517,35.0
2009.0,10.0,9.0,18.0,11.0,39.9,5.4,-77.817,-0.962,35.0
2009.0,10.0,22.0,19.0,51.0,27.5,6.1,70.95,36.517,18.0
2009.0,10.0,29.0,17.0,0.0,38.6,5.3,91.417,27.262,26.0
2009.0,11.0,1.0,21.0,7.0,20.6,4.9,100.825,25.962,25.0
2009.0,11.0,3.0,23.0,26.0,52.0,5.1,56.202,27.334,14.0
2009.0,11.0,8.0,19.0,41.0,43.3,6.6,118.631,-8.207,18.0
