Year,Month,Day,Hour,Minute,Second,Magnitude,Latitude,Longitude,Depth
2020,12,31,19,30,03,1.1,38.37699,22.01225,6.723
2020,12,31,20,14,11,1.1,38.38522,21.98578,6.678
2020,12,31,21,16,09,1.6,38.37034,22.02729,7.329
2020,12,31,21,32,17,0.9,38.36965,22.02904,7.293
2020,12,31,22,43,40,2.1,38.37257,22.01247,6.588
2020,12,31,22,56,25,1.1,38.38515,21.98558,6.668
2020,12,31,23,31,08,1.3,38.38558,21.98569,6.721
2020,12,31,23,34,18,0.9,38.37853,22.02200,6.673
2020,12,31,23,44,31,1.2,38.38492,22.00496,7.409
2021,01,01,00,38,24,1.2,38.38541,21.98634,6.728
2021,01,01,00,57,47,0.8,38.37090,22.01295,6.554
2021,01,01,01,09,25,1.6,38.37017,22.02851,7.273
2021,01,01,02,05,36,1.2,38.38498,21.98783,6.704
2021,01,01,02,06,34,1.1,38.38495,21.98830,6.700
2021,01,01,02,07,46,1.1,38.37071,22.00688,6.519
2021,01,01,02,41,25,1.1,38.38496,21.98813,6.704
2021,01,01,02,56,55,1.0,38.37765,22.01405,6.620
2021,01,01,03,55,21,3.5,38.37320,22.01469,6.917
2021,01,01,04,03,26,1.6,38.37228,22.01263,6.583
